type,sector,net_usable_area,net_area,n_rooms,n_bathroom,latitude,longitude,price
departamento,vitacura,90.0,98.0,2.0,2.0,-33.3923,-70.5933,8100
departamento,providencia,115.0,136.0,4.0,3.0,-33.42984000000001,-70.59186,12300
casa,las condes,70.0,229.0,3.0,1.0,-33.3969,-70.541,8932
casa,lo barnechea,420.0,1600.0,4.0,4.0,-33.3419,-70.5311,33000
departamento,las condes,138.0,148.0,3.0,3.0,-33.40595,-70.58482,11979
departamento,nunoa,56.0,65.0,2.0,2.0,-33.4525,-70.6165,4700
casa,lo barnechea,580.0,2000.0,6.0,6.0,-33.34538,-70.49335,56000
departamento,lo barnechea,180.0,180.0,4.0,3.0,-33.3508,-70.5465,18000
departamento,las condes,72.0,86.0,2.0,2.0,-33.421170000000004,-70.50105,6800
departamento,las condes,90.0,100.0,2.0,2.0,-33.3945,-70.5594,7650
departamento,las condes,130.0,150.0,4.0,3.0,-33.41515,-70.59477,12300
casa,lo barnechea,344.0,844.0,5.0,4.0,-33.3441,-70.5113,31500
departamento,las condes,100.0,108.0,3.0,2.0,-33.421170000000004,-70.50105,12674
departamento,las condes,92.0,100.0,2.0,2.0,-33.4262,-70.5876,7500
casa,lo barnechea,400.0,1500.0,5.0,5.0,-33.34676,-70.55133000000002,38500
departamento,vitacura,140.0,189.0,4.0,4.0,-33.4022,-70.5865,13900
casa,las condes,347.0,1000.0,4.0,5.0,-33.4099,-70.516,23950
casa,lo barnechea,345.0,1100.0,5.0,4.0,-33.340740000000004,-70.49450999999998,17950
casa,lo barnechea,194.0,571.0,4.0,3.0,-33.34595,-70.50358,16490
departamento,las condes,160.0,177.0,4.0,3.0,-33.4073,-70.5636,13000
departamento,nunoa,95.0,103.0,3.0,2.0,-33.45166,-70.57276,6650
casa,las condes,350.0,664.0,5.0,3.0,-33.41444,-70.57053,27000
casa,las condes,280.0,1000.0,4.0,3.0,-33.37551,-70.50851,21500
departamento,lo barnechea,102.0,142.0,2.0,2.0,-33.32481,-70.53452,9600
departamento,lo barnechea,100.0,135.0,3.0,2.0,-33.36684,-70.50612,8850
departamento,las condes,205.0,252.0,4.0,5.0,-33.39613,-70.56399,18000
departamento,lo barnechea,65.0,82.0,2.0,2.0,-33.3583,-70.5172,6990
casa,la reina,150.0,700.0,3.0,2.0,-33.44419,-70.56619,13400
departamento,nunoa,89.0,99.0,3.0,2.0,-33.4517,-70.6081,6630
departamento,nunoa,37.0,39.0,1.0,1.0,-33.4551,-70.5975,3450
departamento,nunoa,60.0,66.0,2.0,2.0,-33.46454,-70.62443,4190
departamento,nunoa,36.0,38.0,1.0,1.0,-33.450790000000005,-70.62961999999997,2740
departamento,las condes,56.0,196.0,2.0,2.0,-33.40483,-70.55917,8500
departamento,las condes,136.0,162.0,3.0,3.0,-33.4094,-70.5444,14233
departamento,nunoa,60.0,66.0,2.0,1.0,-33.45783,-70.59872,3613
departamento,las condes,130.0,146.0,3.0,3.0,-33.40033,-70.50269,12250
departamento,vitacura,86.0,95.0,3.0,2.0,-33.40019,-70.58606,8900
departamento,las condes,150.0,177.0,4.0,4.0,-33.39996,-70.56924000000002,14700
casa,la reina,220.0,600.0,6.0,4.0,-33.444309999999994,-70.5615,14450
casa,las condes,275.0,800.0,5.0,4.0,-33.38533,-70.50161,32000
casa,vitacura,190.0,290.0,5.0,4.0,-33.383590000000005,-70.54373000000002,12400
departamento,nunoa,40.34,47.58,1.0,1.0,-33.45478,-70.60246,3729
departamento,las condes,140.0,160.0,4.0,4.0,-33.418890000000005,-70.59291,15000
casa,las condes,570.0,1700.0,7.0,8.0,-33.39055,-70.52532,32900
casa,vitacura,140.0,392.0,4.0,3.0,-33.3914,-70.5897,19900
casa,las condes,140.0,390.0,3.0,1.0,-33.4305,-70.5572,10300
casa,nunoa,110.0,150.0,4.0,3.0,-33.4497,-70.5959,6489
casa,lo barnechea,207.0,1532.0,4.0,3.0,-33.3429,-70.5251,30990
departamento,lo barnechea,74.0,105.0,2.0,2.0,-33.3599,-70.5232,7300
casa,vitacura,283.3,336.7,4.0,4.0,-33.37253,-70.54128,21500
departamento,nunoa,40.0,44.0,1.0,1.0,-33.45368,-70.60848,3750
casa,la reina,160.0,320.0,5.0,3.0,-33.43555,-70.53866,11990
departamento,vitacura,126.09,143.11,3.0,3.0,-33.3742,-70.52603,13180
departamento,providencia,94.0,100.0,2.0,3.0,-33.43133,-70.59299,7900
casa,lo barnechea,165.0,380.0,3.0,3.0,-33.333940000000005,-70.51308,13900
casa,lo barnechea,210.0,650.0,5.0,3.0,-33.35,-70.51666999999998,20000
casa,la reina,172.0,432.0,5.0,4.0,-33.4534,-70.5312,12900
casa,lo barnechea,195.0,570.0,5.0,5.0,-33.33309000000001,-70.51161,16490
casa,las condes,355.0,1322.0,3.0,3.0,-33.3748,-70.4928,25400
casa,lo barnechea,330.0,874.0,6.0,5.0,-33.3089,-70.5914,27750
departamento,nunoa,90.0,90.0,3.0,2.0,-33.4596,-70.6012,6990
departamento,providencia,103.0,120.0,3.0,2.0,-33.4332,-70.6263,10338
casa,la reina,172.16,581.0,7.0,5.0,-33.4503,-70.5236,14300
departamento,las condes,130.0,160.0,3.0,3.0,-33.3913,-70.4988,13527
departamento,las condes,98.0,114.0,3.0,2.0,-33.4161,-70.5691,8400
casa,la reina,286.0,677.0,5.0,4.0,-33.44318,-70.53994,16890
departamento,vitacura,112.0,124.0,3.0,2.0,-33.37588,-70.54949,11800
casa,lo barnechea,280.0,830.0,6.0,4.0,-33.34959,-70.51008,18200
casa,las condes,184.0,380.0,3.0,4.0,-33.4087,-70.54,12990
departamento,vitacura,240.0,422.0,3.0,4.0,-33.3777,-70.5553,32000
departamento,la reina,140.0,140.0,3.0,3.0,-33.43704,-70.57204,7750
casa,la reina,82.0,356.0,4.0,2.0,-33.434540000000005,-70.55351999999998,9202
departamento,las condes,56.0,64.0,1.0,1.0,-33.40191,-70.55359,5200
departamento,providencia,69.21,74.21,2.0,1.0,-33.42447,-70.61805,5262
departamento,las condes,216.0,216.0,4.0,4.0,-33.4133,-70.5068,16800
departamento,vitacura,194.0,230.0,4.0,4.0,-33.39795,-70.59111999999998,16500
departamento,nunoa,62.81,70.81,2.0,2.0,-33.447309999999995,-70.59494000000002,5600
casa,la reina,137.0,520.0,3.0,3.0,-33.44717,-70.53668,12700
departamento,las condes,97.0,101.0,3.0,2.0,-33.41673,-70.57155,5500
departamento,las condes,110.0,127.0,4.0,3.0,-33.4218,-70.5398,8900
departamento,providencia,87.0,87.0,3.0,2.0,-33.434,-70.58689,5376
departamento,las condes,144.0,177.0,4.0,4.0,-33.4127,-70.58869,10015
departamento,nunoa,92.0,92.0,3.0,2.0,-33.4572,-70.5808,4960
casa,nunoa,120.0,310.0,3.0,2.0,-33.4518,-70.5723,12400
casa,lo barnechea,188.0,580.0,6.0,4.0,-33.341590000000004,-70.49512,14500
casa,lo barnechea,240.0,1000.0,4.0,4.0,-33.3434,-70.5074,20000
departamento,las condes,165.0,180.0,3.0,2.0,-33.4188,-70.5696,10800
departamento,las condes,127.0,156.0,3.0,3.0,-33.40033,-70.50269,12200
departamento,providencia,110.0,121.0,3.0,2.0,-33.44001,-70.60001,10000
departamento,las condes,81.0,91.0,2.0,2.0,-33.38916,-70.54049,8000
casa,providencia,176.0,275.0,7.0,3.0,-33.43639,-70.58488,11490
casa,vitacura,88.0,184.0,3.0,1.0,-33.3858,-70.5537,10097
casa,lo barnechea,340.0,1650.0,4.0,5.0,-33.3635,-70.5296,32500
departamento,las condes,170.0,170.0,4.0,3.0,-33.4122,-70.5896,16000
casa,las condes,200.0,512.0,3.0,3.0,-33.4079,-70.5445,29900
casa,las condes,740.0,2500.0,4.0,6.0,-33.37555,-70.50144,59000
casa,vitacura,700.0,5180.0,5.0,6.0,-33.3614,-70.5515,60400
departamento,nunoa,89.45,96.67,3.0,2.0,-33.44891,-70.59711999999998,6275
casa,vitacura,184.0,370.0,5.0,2.0,-33.38,-70.5441,14500
casa,las condes,298.0,890.0,6.0,5.0,-33.4069,-70.5237,25490
casa,las condes,147.0,280.0,6.0,3.0,-33.42702,-70.57231999999998,11800
casa,las condes,192.0,354.0,4.0,3.0,-33.3885,-70.5094,16000
casa,vitacura,170.0,260.0,4.0,3.0,-33.3787,-70.5432,14100
departamento,las condes,43.0,50.0,1.0,1.0,-33.3726,-70.503,4900
departamento,vitacura,110.0,110.0,3.0,2.0,-33.3919,-70.5723,8700
departamento,las condes,160.0,170.0,4.0,3.0,-33.415040000000005,-70.5616,10400
departamento,vitacura,204.0,245.0,3.0,3.0,-33.3738,-70.5421,24000
departamento,vitacura,75.0,88.0,2.0,2.0,-33.40118,-70.58327,8200
departamento,las condes,43.0,43.0,1.0,1.0,-33.3788,-70.5268,5100
departamento,las condes,304.0,384.0,5.0,5.0,-33.4163,-70.5069,21000
departamento,vitacura,65.0,65.0,2.0,2.0,-33.38127,-70.56903,6000
casa,las condes,184.0,336.0,4.0,3.0,-33.40806,-70.53889000000001,13000
departamento,vitacura,138.0,138.0,4.0,3.0,-33.4003,-70.5947,12000
departamento,vitacura,140.0,250.0,4.0,4.0,-33.37631,-70.54859,19900
departamento,vitacura,50.0,50.0,1.0,1.0,-33.4071,-70.598,5500
departamento,lo barnechea,193.0,231.0,4.0,3.0,-33.3206,-70.5542,19850
departamento,lo barnechea,215.0,245.0,3.0,4.0,-33.3742,-70.5419,20900
departamento,lo barnechea,700.34,700.34,5.0,4.0,-33.35,-70.51666999999998,60990
casa,vitacura,541.0,1968.0,4.0,4.0,-33.3668,-70.5801,55000
casa,lo barnechea,210.0,446.0,4.0,3.0,-33.3695,-70.5065,13500
casa,la reina,114.0,358.0,3.0,2.0,-33.43933,-70.55502,11608
casa,vitacura,368.0,1001.0,6.0,5.0,-33.36895,-70.57244,31000
departamento,nunoa,68.0,72.0,2.0,2.0,-33.4538,-70.57509,4450
departamento,lo barnechea,110.0,122.0,3.0,2.0,-33.3661,-70.5181,10000
departamento,vitacura,122.0,132.0,3.0,3.0,-33.3976,-70.5813,10450
casa,providencia,340.0,370.0,7.0,3.0,-33.4409,-70.6234,18510
departamento,providencia,72.0,75.0,2.0,2.0,-33.43367,-70.58398000000003,5600
departamento,las condes,277.0,367.0,4.0,3.0,-33.3848,-70.5194,34500
departamento,las condes,280.0,330.0,4.0,4.0,-33.41793,-70.5073,22300
departamento,nunoa,65.0,75.0,2.0,2.0,-33.4488,-70.6118,5300
departamento,nunoa,81.0,100.0,3.0,2.0,-33.45707,-70.60772,5900
departamento,las condes,139.0,147.0,2.0,2.0,-33.4249,-70.5855,10500
departamento,vitacura,150.0,180.0,4.0,3.0,-33.3948,-70.5795,12020
departamento,las condes,115.0,140.0,4.0,2.0,-33.4151,-70.5612,10000
departamento,las condes,140.0,150.0,5.0,4.0,-33.39399,-70.55996999999998,10500
departamento,las condes,87.0,96.0,3.0,2.0,-33.41213,-70.50619,9200
departamento,las condes,136.0,136.0,3.0,3.0,-33.4092,-70.5734,11261
departamento,nunoa,49.0,52.0,2.0,1.0,-33.4638,-70.6123,3000
departamento,las condes,128.0,160.0,4.0,4.0,-33.42081,-70.56395,11827
departamento,las condes,120.0,135.0,4.0,3.0,-33.40276,-70.56102,9100
departamento,providencia,140.0,145.0,3.0,3.0,-33.43486,-70.5921,12950
departamento,vitacura,280.0,280.0,4.0,3.0,-33.3996,-70.5791,17990
casa,lo barnechea,838.0,3055.0,9.0,14.0,-33.3315,-70.5318,54451
departamento,lo barnechea,136.0,144.0,4.0,3.0,-33.3561,-70.5229,10800
departamento,nunoa,75.0,80.0,3.0,2.0,-33.47605,-70.59777,3990
casa,vitacura,750.0,5066.0,5.0,5.0,-33.3745,-70.5607,95000
departamento,vitacura,105.0,105.2,2.0,2.0,-33.37721,-70.55279,8400
casa,lo barnechea,188.0,437.0,4.0,4.0,-33.421170000000004,-70.50105,18000
departamento,providencia,95.0,112.0,3.0,2.0,-33.43807,-70.59868,7930
casa,lo barnechea,289.0,854.0,5.0,4.0,-33.3404,-70.5517,28470
departamento,las condes,140.0,150.0,3.0,2.0,-33.4135,-70.5963,13500
casa,lo barnechea,780.0,1996.0,6.0,7.0,-33.34959,-70.51785,33000
casa,las condes,600.0,2160.0,8.0,8.0,-33.4071,-70.5176,43000
departamento,nunoa,72.0,81.0,2.0,2.0,-33.45637,-70.5787,5700
departamento,las condes,107.0,107.0,4.0,3.0,-33.41742,-70.55827,6950
casa,lo barnechea,400.0,1110.0,5.0,5.0,-33.320609999999995,-70.55423,27500
casa,las condes,161.0,283.0,3.0,2.0,-33.42501,-70.54002,12490
departamento,lo barnechea,76.0,87.0,2.0,2.0,-33.3621,-70.5145,6784
casa,lo barnechea,240.0,800.0,6.0,4.0,-33.35,-70.51666999999998,21000
casa,vitacura,152.0,257.0,3.0,2.0,-33.3782,-70.5432,14900
casa,vitacura,1000.0,1000.0,0.0,0.0,-33.3932,-70.5624,68000
casa,nunoa,160.0,398.0,5.0,2.0,-33.4627,-70.5876,10748
casa,providencia,420.0,792.0,9.0,5.0,-33.4388,-70.62489000000002,30500
casa,lo barnechea,1100.0,2000.0,6.0,5.0,-33.3459,-70.5021,48000
casa,vitacura,450.0,1667.0,5.0,5.0,-33.3925,-70.5832,55000
departamento,las condes,135.0,135.0,4.0,3.0,-33.39654,-70.56596,11000
departamento,providencia,95.0,117.0,3.0,3.0,-33.44341,-70.60608,6619
departamento,las condes,135.0,150.0,3.0,3.0,-33.4129,-70.5773,9650
departamento,las condes,180.0,200.0,5.0,4.0,-33.41576,-70.58838,11800
departamento,vitacura,98.0,98.0,3.0,2.0,-33.384570000000004,-70.54436,6500
departamento,nunoa,65.0,65.0,2.0,2.0,-33.43672,-70.5796,4990
departamento,las condes,90.0,110.0,2.0,2.0,-33.4131,-70.507,7177
departamento,vitacura,140.0,170.0,4.0,3.0,-33.3961,-70.5974,14600
departamento,providencia,77.0,89.0,2.0,2.0,-33.4318,-70.6151,7552
departamento,las condes,140.0,160.0,3.0,2.0,-33.4136,-70.5934,10500
departamento,providencia,45.0,45.0,1.0,1.0,-33.42516,-70.61721,3610
departamento,las condes,60.0,92.0,1.0,1.0,-33.4189,-70.59867,5750
departamento,las condes,122.0,152.0,3.0,3.0,-33.403040000000004,-70.58978,11800
departamento,las condes,49.0,59.0,2.0,2.0,-33.3961,-70.5521,7000
departamento,las condes,140.0,158.0,3.0,2.0,-33.4251,-70.58706,10500
casa,lo barnechea,306.0,911.0,7.0,6.0,-33.33513,-70.56211,23000
casa,las condes,198.0,270.0,4.0,3.0,-33.38945,-70.53891,15300
departamento,providencia,65.0,991.0,3.0,2.0,-33.44351,-70.60627,4878
casa,la reina,104.0,184.0,3.0,2.0,-33.4418,-70.5598,8314
casa,lo barnechea,647.0,1000.0,6.0,5.0,-33.3501,-70.5349,38750
departamento,nunoa,80.0,86.0,3.0,2.0,-33.46017,-70.5736,5227
departamento,providencia,140.0,160.0,3.0,3.0,-33.430609999999994,-70.60726,11495
casa,lo barnechea,360.0,1100.0,6.0,4.0,-33.3547,-70.5346,35000
casa,las condes,130.0,476.0,5.0,3.0,-33.3989,-70.5548,17304
departamento,vitacura,96.0,101.0,2.0,2.0,-33.3928,-70.5915,8450
departamento,vitacura,330.0,370.0,5.0,5.0,-33.36958,-70.57755,32000
departamento,providencia,180.0,180.0,5.0,3.0,-33.42264,-70.59969,11782
departamento,providencia,105.0,120.0,3.0,2.0,-33.4257,-70.5935,8450
casa,lo barnechea,245.0,690.0,5.0,5.0,-33.316959999999995,-70.54413000000001,22500
casa,las condes,231.0,541.0,4.0,3.0,-33.3983,-70.5446,27000
departamento,nunoa,70.0,76.0,2.0,2.0,-33.45783,-70.59872,4971
casa,las condes,508.0,3331.0,6.0,7.0,-33.398,-70.5304,63000
departamento,las condes,139.0,178.0,2.0,3.0,-33.4065,-70.5855,19990
departamento,lo barnechea,140.0,200.0,3.0,3.0,-33.36562,-70.52025,15500
casa,las condes,314.0,702.0,7.0,5.0,-33.41035,-70.51883000000002,21980
casa,la reina,180.0,900.0,5.0,2.0,-33.4458,-70.55806,18000
departamento,las condes,102.0,29.0,2.0,2.0,-33.3913,-70.4987,16307
departamento,providencia,72.0,72.0,2.0,2.0,-33.4375,-70.61055,6490
departamento,lo barnechea,280.0,300.0,3.0,4.0,-33.36373,-70.51199,11600
departamento,nunoa,90.0,96.0,3.0,2.0,-33.4497,-70.61336,5550
casa,lo barnechea,260.0,740.0,4.0,4.0,-33.32172,-70.56688,23000
departamento,vitacura,122.0,140.0,2.0,3.0,-33.40416,-70.59039,12000
casa,providencia,317.0,400.0,4.0,3.0,-33.44038,-70.60746999999998,24000
departamento,las condes,66.0,66.0,1.0,1.0,-33.4192,-70.5969,5600
casa,las condes,500.0,1200.0,4.0,6.0,-33.372840000000004,-70.49434000000002,26500
departamento,nunoa,90.0,90.0,3.0,1.0,-33.4483,-70.59132,5750
casa,las condes,140.0,176.0,3.0,3.0,-33.4127,-70.5406,10900
casa,lo barnechea,160.0,411.0,5.0,5.0,-33.332609999999995,-70.50408,12500
casa,vitacura,322.0,575.0,5.0,3.0,-33.39652,-70.58465,27900
departamento,vitacura,140.0,160.0,4.0,3.0,-33.3762,-70.5507,13700
casa,la reina,170.0,458.0,4.0,3.0,-33.43799,-70.52877,13950
departamento,las condes,140.0,147.0,3.0,3.0,-33.4119,-70.5891,15450
departamento,providencia,120.0,128.0,4.0,3.0,-33.423590000000004,-70.60955,6665
casa,lo barnechea,380.0,1100.0,7.0,5.0,-33.3366,-70.5359,45000
casa,lo barnechea,387.0,1020.0,4.0,5.0,-33.32204,-70.54048,38000
departamento,vitacura,240.0,240.0,4.0,4.0,-33.40181,-70.58525999999998,21000
casa,lo barnechea,408.0,933.0,3.0,4.0,-33.3411,-70.5573,35000
departamento,las condes,190.0,190.0,4.0,4.0,-33.40586,-70.57954000000002,18000
departamento,providencia,80.0,80.0,1.0,2.0,-33.4288,-70.6209,5500
departamento,vitacura,274.0,340.0,3.0,3.0,-33.37937,-70.57288,23750
casa,la reina,140.0,264.0,3.0,2.0,-33.4615,-70.5551,6600
departamento,nunoa,76.0,81.0,3.0,2.0,-33.471,-70.6041,4716
departamento,providencia,70.0,80.0,2.0,2.0,-33.43983,-70.60508,5059
departamento,lo barnechea,69.0,72.0,1.0,2.0,-33.35573,-70.50549000000002,4100
casa,providencia,585.0,600.0,6.0,2.0,-33.44405,-70.61735999999998,23000
departamento,providencia,96.0,106.0,3.0,2.0,-33.4366,-70.602,6129
casa,lo barnechea,512.0,1272.0,7.0,7.0,-33.33974,-70.55494,38500
casa,lo barnechea,300.0,1800.0,5.0,5.0,-33.35156,-70.52418,23100
departamento,las condes,140.0,140.0,4.0,3.0,-33.41265,-70.60174,7980
casa,vitacura,220.0,470.0,6.0,3.0,-33.38881,-70.58567,18900
departamento,las condes,305.0,387.0,4.0,5.0,-33.396,-70.56345,23000
casa,vitacura,170.0,260.0,5.0,3.0,-33.37729,-70.54321999999998,14000
departamento,lo barnechea,150.0,621.0,3.0,3.0,-33.3591,-70.5152,20845
casa,las condes,410.0,1022.0,4.0,5.0,-33.4065,-70.5278,37000
departamento,vitacura,80.0,102.0,2.0,2.0,-33.3976,-70.5755,9650
departamento,lo barnechea,900.0,900.0,5.0,5.0,-33.3662,-70.5269,55000
departamento,vitacura,127.0,127.0,3.0,3.0,-33.39,-70.5712,10500
departamento,nunoa,100.0,120.0,3.0,3.0,-33.45613,-70.60472,7500
casa,las condes,406.0,406.0,4.0,3.0,-33.4066,-70.5906,46000
casa,las condes,130.0,192.0,3.0,2.0,-33.4193,-70.577,14000
departamento,providencia,90.0,90.0,4.0,2.0,-33.42877,-70.6145,4660
casa,lo barnechea,420.0,1576.0,5.0,3.0,-33.33142,-70.52753,36000
departamento,las condes,92.0,92.0,3.0,2.0,-33.421170000000004,-70.50105,8800
casa,la reina,100.0,140.0,3.0,2.0,-33.45554,-70.57047,7590
departamento,las condes,150.0,150.0,4.0,4.0,-33.4061,-70.58516,12000
departamento,las condes,266.0,326.0,4.0,3.0,-33.41359,-70.58912,24000
departamento,las condes,200.0,200.0,3.0,3.0,-33.40033,-70.50269,15500
departamento,las condes,159.0,159.0,3.0,4.0,-33.42046,-70.55431999999998,10467
casa,lo barnechea,140.0,471.0,5.0,4.0,-33.32388,-70.51442,13200
departamento,las condes,220.0,229.0,3.0,3.0,-33.41153,-70.59185,22700
departamento,nunoa,60.0,71.0,1.0,1.0,-33.43713,-70.58149,5180
casa,nunoa,352.0,352.0,3.0,0.0,-33.4517,-70.6197,16500
departamento,vitacura,120.0,130.0,4.0,3.0,-33.3827,-70.557,8300
departamento,nunoa,33.0,33.0,1.0,1.0,-33.4524,-70.6289,3140
casa,lo barnechea,450.0,1500.0,5.0,4.0,-33.336,-70.5279,30000
casa,la reina,140.0,270.0,4.0,2.0,-33.44191,-70.55068,12100
casa,lo barnechea,221.0,449.0,4.0,3.0,-33.33225,-70.52173,15500
departamento,las condes,280.0,340.0,4.0,4.0,-33.41095,-70.50381,24390
casa,lo barnechea,313.0,1412.0,6.0,5.0,-33.3316,-70.5526,27500
casa,las condes,135.0,300.0,4.0,2.0,-33.4048,-70.5455,9450
departamento,nunoa,89.0,97.0,3.0,2.0,-33.45783,-70.59872,5608
casa,las condes,250.0,450.0,6.0,5.0,-33.38922,-70.50793,20000
departamento,vitacura,130.0,130.0,3.0,3.0,-33.39006,-70.57143,8790
departamento,providencia,103.0,116.0,3.0,3.0,-33.4311,-70.6073,10104
casa,vitacura,250.0,900.0,5.0,3.0,-33.38422,-70.56466,25600
casa,las condes,265.0,836.0,5.0,4.0,-33.421170000000004,-70.50105,26000
departamento,vitacura,115.0,155.0,3.0,0.0,-33.3909,-70.5687,15920
departamento,nunoa,94.0,94.0,3.0,2.0,-33.4472,-70.6111,6841
departamento,vitacura,253.0,310.0,3.0,5.0,-33.3719,-70.5713,28500
departamento,nunoa,88.0,91.0,3.0,1.0,-33.461929999999995,-70.61688000000001,3260
departamento,vitacura,66.0,88.0,2.0,2.0,-33.3849,-70.5595,10281
departamento,vitacura,202.0,242.0,3.0,4.0,-33.37722,-70.55373,20500
casa,las condes,140.0,390.0,5.0,2.0,-33.4292,-70.5576,10100
casa,lo barnechea,327.0,2500.0,4.0,2.0,-33.36013,-70.48246,18400
departamento,las condes,230.0,245.0,3.0,3.0,-33.41192,-70.59005,21500
departamento,nunoa,100.0,100.0,3.0,2.0,-33.45519,-70.58864,6200
casa,las condes,140.0,300.0,4.0,3.0,-33.40555,-70.54075,11500
casa,la reina,190.0,450.0,4.0,4.0,-33.43611,-70.55581,15700
departamento,providencia,35.0,35.0,1.0,1.0,-33.429120000000005,-70.61952,4250
departamento,providencia,97.0,97.0,2.0,2.0,-33.43142,-70.58534,5283
casa,la reina,256.0,256.0,4.0,4.0,-33.4615,-70.5504,9100
departamento,las condes,500.0,700.0,3.0,5.0,-33.38152,-70.51869,45000
departamento,vitacura,100.0,110.0,3.0,2.0,-33.377990000000004,-70.5555,8900
casa,las condes,120.0,240.0,3.0,3.0,-33.40118,-70.54943,15198
casa,vitacura,400.0,1200.0,4.0,4.0,-33.37763,-70.56219,38000
departamento,nunoa,82.0,101.0,2.0,2.0,-33.46034,-70.59826,5650
casa,las condes,320.0,800.0,4.0,4.0,-33.4161,-70.5316,20900
departamento,nunoa,112.0,112.0,4.0,3.0,-33.456109999999995,-70.5774,6990
departamento,providencia,94.0,102.0,3.0,2.0,-33.44072,-70.60911,10000
casa,lo barnechea,180.0,2700.0,3.0,2.0,-33.3585,-70.5064,40000
casa,las condes,224.0,312.0,5.0,3.0,-33.4257,-70.5636,13500
casa,vitacura,200.0,295.0,4.0,3.0,-33.3863,-70.5639,15000
departamento,las condes,124.0,142.0,3.0,3.0,-33.4228,-70.5788,13100
casa,la reina,150.0,350.0,4.0,4.0,-33.4588,-70.5516,8864
departamento,nunoa,30.0,30.0,1.0,1.0,-33.45327,-70.61440999999998,3010
casa,las condes,590.0,2000.0,0.0,0.0,-33.3794,-70.5115,59000
departamento,vitacura,180.0,210.0,3.0,4.0,-33.39994,-70.5858,18600
departamento,nunoa,83.0,83.0,3.0,2.0,-33.45427,-70.57563,6250
departamento,vitacura,86.0,100.0,2.0,2.0,-33.40045,-70.57966,9300
casa,vitacura,240.0,448.0,4.0,4.0,-33.381,-70.572,22490
departamento,nunoa,36.0,41.0,1.0,1.0,-33.46732,-70.59671999999998,3290
departamento,las condes,175.0,193.0,4.0,3.0,-33.42152,-70.58232,11000
departamento,las condes,110.0,120.0,4.0,3.0,-33.41314000000001,-70.57473,7900
casa,nunoa,193.0,300.0,3.0,3.0,-33.44042,-70.58753,15919
departamento,lo barnechea,145.0,145.0,3.0,3.0,-33.3599,-70.5152,12800
casa,las condes,180.0,398.0,4.0,3.0,-33.415659999999995,-70.57925,16950
departamento,las condes,453.0,453.0,6.0,6.0,-33.37788,-70.51971,29900
casa,las condes,120.0,254.0,3.0,3.0,-33.42644,-70.54095,10883
casa,las condes,147.0,257.0,3.0,2.0,-33.41465,-70.54991,9990
casa,vitacura,184.0,465.0,3.0,3.0,-33.392,-70.58954,28000
casa,lo barnechea,200.0,320.0,5.0,4.0,-33.3367,-70.5038,14900
departamento,providencia,78.0,91.8,2.0,2.0,-33.43485,-70.61573,6900
departamento,nunoa,53.0,57.0,2.0,2.0,-33.4556,-70.5848,4300
departamento,providencia,72.0,84.5,3.0,2.0,-33.4235,-70.60656999999998,5980
departamento,providencia,80.0,80.0,3.0,2.0,-33.444790000000005,-70.60246,6700
casa,lo barnechea,420.0,1300.0,4.0,4.0,-33.34402,-70.53022,29000
casa,lo barnechea,280.0,1000.0,4.0,4.0,-33.35021,-70.51388,25000
departamento,las condes,326.0,346.0,3.0,3.0,-33.417,-70.5864,21900
casa,las condes,116.0,261.0,3.0,3.0,-33.425,-70.5393,13000
departamento,las condes,300.0,360.0,3.0,5.0,-33.397459999999995,-70.50029,30500
departamento,vitacura,320.0,355.0,3.0,4.0,-33.3842,-70.5696,28900
departamento,las condes,65.0,70.0,3.0,2.0,-33.415620000000004,-70.53404,5011
departamento,providencia,81.0,98.0,2.0,2.0,-33.42819,-70.5917,7390
casa,vitacura,192.0,344.0,4.0,3.0,-33.38799,-70.57224000000002,19400
casa,vitacura,140.0,310.0,4.0,2.0,-33.386109999999995,-70.54605,11971
departamento,providencia,80.0,90.0,2.0,2.0,-33.4291,-70.59159,7790
departamento,lo barnechea,91.0,91.0,3.0,2.0,-33.3527,-70.5185,6800
casa,vitacura,202.0,420.0,3.0,3.0,-33.3946,-70.5834,20500
departamento,lo barnechea,76.0,88.0,2.0,2.0,-33.3699,-70.50365,6500
casa,lo barnechea,344.0,844.0,5.0,4.0,-33.3505,-70.5157,32500
departamento,las condes,64.0,72.0,2.0,2.0,-33.414,-70.5894,6890
casa,lo barnechea,181.0,350.0,4.0,4.0,-33.35225,-70.50466999999998,11500
departamento,providencia,118.0,133.0,3.0,3.0,-33.4397,-70.61399999999998,7590
departamento,vitacura,210.0,230.0,5.0,3.0,-33.37937,-70.57288,25000
casa,lo barnechea,500.0,1400.0,5.0,5.0,-33.33423,-70.52965,34900
casa,las condes,140.0,360.0,3.0,2.0,-33.41339,-70.54482,14000
casa,la reina,140.0,490.0,4.0,2.0,-33.44717,-70.53668,11546
casa,la reina,199.0,355.0,3.0,2.0,-33.44717,-70.53668,10690
casa,las condes,600.0,1460.0,5.0,5.0,-33.3742,-70.5035,55000
departamento,vitacura,140.0,160.0,4.0,3.0,-33.39772,-70.60194,13700
casa,vitacura,210.0,350.0,5.0,4.0,-33.37871,-70.57771,24000
casa,las condes,70.0,240.0,3.0,2.0,-33.4258,-70.5521,8836
